TrialID,NFB_digit1,NFB_digit2,NFB_digit3,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,experimental_block.thisRepN,experimental_block.thisTrialN,experimental_block.thisN,experimental_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,control_block.thisRepN,control_block.thisTrialN,control_block.thisN,control_block.thisIndex,ctrl_trials.thisRepN,ctrl_trials.thisTrialN,ctrl_trials.thisN,ctrl_trials.thisIndex,response_ctrl.thisRepN,response_ctrl.thisTrialN,response_ctrl.thisN,response_ctrl.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,Begin.started,Begin.stopped,Fixation.started,Fixation.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Begin_3.started,Begin_3.stopped,Fixation_2.started,Fixation_2.stopped,sound_digit1_2.started,sound_digit1_2.stopped,sound_digit2_2.started,sound_digit2_2.stopped,sound_digit3_2.started,sound_digit3_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,Begin_4.started,Begin_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.75744210000266,None,0.01287859000149183,None,0.49561399000231177,None,0.9756062900050892,None,None,,104.19034389000153,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.23161399999662535],104.19488500000443,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15482630000042263],104.45745090000128,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6405825000038,None,0.013089290005154908,None,0.49271209000289673,None,0.9760913900026935,None,None,,108.07345789000537,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.318403400000534],108.08175470000424,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.15364759999647504],108.42379780000192,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.60683550000249,None,0.0130593900103122,None,0.4759775900092791,None,0.9594421900110319,None,None,,112.03984448000264,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.7463187999965157],112.03201629999967,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.17373609999776818],112.80679220000457,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,4.0,8.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,8.0,0.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.00676490000478,None,0.009860879996267613,None,0.4695979800017085,None,0.9528110800019931,None,None,,116.45627969000343,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,8.0,0.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.5108849999960512],116.4614161999998,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,8.0,0.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16924229999858653],117.00913940000464,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,8.0,0.0,6.0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.21257270000206,None,0.01337017999321688,None,0.47636587999295443,None,0.95980287999555,None,None,,120.65589148999861,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.34666370000195457],120.65607060000184,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16191770000295946],121.02259269999922,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.20596890000161,None,0.0029122900014044717,None,0.4724337900042883,None,0.9559736900046119,None,None,,124.65564829000213,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.43071300000156043],124.65605950000463,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.22352310000133002],125.1058325999984,None,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.38175630000478,None,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
0.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.56027950000134,None,0.016161880004801787,None,0.48223258000507485,None,0.9656283800068195,None,None,129.03845978000174,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
0.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],129.03717920000054,None,[0.46879090000584256],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
0.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],129.5393566999992,None,[0.16507450000062818],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
0.0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
1.0,1.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.72166980000475,None,0.012723489999189042,None,0.4752919899983681,None,0.9587818900035927,None,None,133.18831428000124,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
1.0,1.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],133.18050410000433,None,[0.4046872000035364],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
1.0,1.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],133.60518250000314,None,[0.16617460000270512],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
1.0,1.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7882615999988,None,0.013029490008193534,None,0.4927700900079799,None,0.9592693900049198,None,None,137.2546229800006,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],137.24641020000126,None,[0.2546191000001272],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],137.52154449999944,None,[0.17371289999573492],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.72132910000073,None,0.013084690006508026,None,0.4760593900064123,None,0.9594440900036716,None,None,141.17086559000455,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],141.17118740000296,None,[0.4827032999965013],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],141.68987860000198,None,[0.15047469999990426],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
4.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.87097039999935,None,9.769000462256372e-05,None,0.4835648900043452,None,0.9498950900087948,None,None,145.35398847999897,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
4.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],145.34738550000475,None,[0.4518363000024692],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
4.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],145.8208644000042,None,[0.19245380000211298],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
4.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
5.0,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.04326949999813,None,0.0145094799954677,None,0.49847507999947993,None,0.9621604799976922,None,None,149.50365939000477,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
5.0,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],149.50396040000487,None,[0.26760600000125123],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
5.0,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],149.80379070000345,None,[0.18254699999670265],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
5.0,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.03619949999847,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.18704360000265,None,0.013714890003029723,None,0.49394979000499006,None,0.9770502900064457,None,['return'],153.6443922000035,None,[0.10608910000155447],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],153.770271100002,None,[0.1612029000025359],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],153.95334639999783,None,[0.2190794999987702],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
6.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,6.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.20343420000427,None,0.013227290008217096,None,0.4964611900068121,None,0.9596376900080941,None,['return'],157.65329130000464,None,[0.18505910000385484],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,6.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],157.87563090000185,None,[0.1556787000008626],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,6.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],158.0531409000032,None,[0.17817189999914262],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
7.0,6.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.25314459999936,None,0.013530990006984212,None,0.4771615900026518,None,0.9602091900014784,None,['return'],161.7069119000007,None,[0.08048770000459626],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],161.82400249999773,None,[0.15541230000235373],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],162.0028663999983,None,[0.19337069999892265],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
8.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,6.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.22541930000443,None,0.014110179989074823,None,0.4780147799901897,None,0.961568079990684,None,['return'],165.68694980000146,None,[0.5523390999951516],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,6.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],166.26931960000366,None,[0.16596029999345774],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,6.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],166.45262250000087,None,[0.18380940000497503],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
9.0,6.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.67858759999945,None,0.015527279989328235,None,0.4808176799924695,None,0.964127279992681,None,['return'],170.14226570000028,None,[0.4960023000021465],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],170.6688221000004,None,[0.1743851999999606],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],170.86893299999792,None,[0.1543385999975726],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
10.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,9.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.05212179999944,None,0.011319280005409382,None,0.4725554800024838,None,0.9557371800037799,None,['return'],174.50912020000396,None,[0.3932125999999698],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,9.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],174.93616620000103,None,[0.16608870000345632],,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,9.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,175.1371188999983,None,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
11.0,9.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.3401079000032,None,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Oct_15_1315,eeg_contingent_digits,2021.2.3,59.989010012613235,
